Year,Value
2000,0.44
2001,0.44
2002,0.4
2003,0.39
2004,0.39
2005,0.37
2006,0.36
2007,0.35
2008,0.35
2009,0.36
2010,0.37
2011,0.37
2012,0.36
2013,0.35
2014,0.33
2015,0.33
2016,0.33
