Year,Value
2002,96.8221
2003,96.8221
2004,96.8221
2005,96.8221
2006,96.8221
2007,97.0454
2008,97.2689
2009,97.4927
2010,97.7167
2011,97.941
2012,98.0101
2013,98.0046
2014,97.9989
2015,97.9929
2016,98.1033
2017,98.2138
