Year,Value
2000,43.76
2001,-38.2
2002,1595.15
2003,2181.46
2004,3153.02
2005,4909.85
2006,6514.24
2007,11581.91
2008,10700.1
2009,6442.31
2010,11834.07
2011,11508.67
2012,12414.91
2013,15038.36
2014,11648.8
2015,12318.16
2016,12222.24
2017,10882.47
2018,12614.56
2019,12161.75
2020,12201.03
2021,2986.61
