Year,Units,Type of product,Value
2016,Kilograms per constant 2010 USD,NFO,0.05311
2016,Kilograms per constant 2010 USD,NMA,0.00935
2016,Kilograms per constant 2010 USD,NMC,0.08697
2016,Kilograms per constant 2010 USD,NMM,0.088
2016,Kilograms per constant 2010 USD,PET,0.08946
2016,Kilograms per constant 2010 USD,RAW,0.43517
2016,Kilograms per constant 2010 USD,WCH,0.00175
2016,Kilograms per constant 2010 USD,WOD,0.00587
2017,Kilograms per constant 2010 USD,BIM,0.05777
2017,Kilograms per constant 2010 USD,COL,0.1099
2017,Kilograms per constant 2010 USD,CPR,0.0041
2017,Kilograms per constant 2010 USD,CRO,0.03453
2017,Kilograms per constant 2010 USD,FEO,0.05244
2017,Kilograms per constant 2010 USD,FOF,0.22435
2017,Kilograms per constant 2010 USD,GAS,0.02728
2017,Kilograms per constant 2010 USD,GBO,0.01174
2017,Kilograms per constant 2010 USD,MEO,0.06156
2017,Kilograms per constant 2010 USD,NFO,0.05244
2017,Kilograms per constant 2010 USD,NMA,0.0091
2017,Kilograms per constant 2010 USD,NMC,0.0842
2017,Kilograms per constant 2010 USD,NMM,0.08496
2017,Kilograms per constant 2010 USD,PET,0.08718
2017,Kilograms per constant 2010 USD,RAW,0.42864
2017,Kilograms per constant 2010 USD,WCH,0.00169
2017,Kilograms per constant 2010 USD,WOD,0.00571
2000,Tonnes,BIM,78315086.23
2000,Tonnes,COL,73195000
2000,Tonnes,CPR,7230600.21
2000,Tonnes,CRO,43521392
2000,Tonnes,FEO,43851447.94
2000,Tonnes,FOF,194637495.4
2000,Tonnes,GAS,14596495.38
2000,Tonnes,GBO,16425013.18
2000,Tonnes,MEO,50422530.99
2000,Tonnes,NFO,43851447.94
2000,Tonnes,NMA,11842321.07
2000,Tonnes,NMC,419684198.5
2000,Tonnes,NMM,422740081.5
2000,Tonnes,PET,106846000
2000,Tonnes,RAW,746115194.1
2000,Tonnes,WCH,2054611
2000,Tonnes,WOD,7538088.84
2001,Tonnes,BIM,77279740.36
2001,Tonnes,COL,74015000
2001,Tonnes,CPR,7433535.25
2001,Tonnes,CRO,45066773
2001,Tonnes,FEO,48947893.05
2001,Tonnes,FOF,193625503.4
2001,Tonnes,GAS,16170503.44
2001,Tonnes,GBO,13540020.47
2001,Tonnes,MEO,55475920.91
2001,Tonnes,NFO,48947893.05
2001,Tonnes,NMA,11010080.92
2001,Tonnes,NMC,441805661.5
2001,Tonnes,NMM,446994638.9
2001,Tonnes,PET,103440000
2001,Tonnes,RAW,773375803.6
2001,Tonnes,WCH,2636032
2001,Tonnes,WOD,7969074.64
2002,Tonnes,BIM,74978403.01
2002,Tonnes,COL,75319000
2002,Tonnes,CPR,6869152.16
2002,Tonnes,CRO,45701078
2002,Tonnes,FEO,51105813.08
2002,Tonnes,FOF,196702628.6
2002,Tonnes,GAS,17834628.64
2002,Tonnes,GBO,12968518.49
2002,Tonnes,MEO,57900354.14
2002,Tonnes,NFO,51105813.08
2002,Tonnes,NMA,12682366.23
2002,Tonnes,NMC,448986620.8
2002,Tonnes,NMM,458113724
2002,Tonnes,PET,103549000
2002,Tonnes,RAW,787695109.8
2002,Tonnes,WCH,2465354
2002,Tonnes,WOD,8223597.36
2003,Tonnes,BIM,70759134.24
2003,Tonnes,COL,77128000
2003,Tonnes,CPR,6094125.66
2003,Tonnes,CRO,44451781
2003,Tonnes,FEO,49874613.8
2003,Tonnes,FOF,201910867.7
2003,Tonnes,GAS,19441867.74
2003,Tonnes,GBO,11782177.98
2003,Tonnes,MEO,56865316.25
2003,Tonnes,NFO,49874613.8
2003,Tonnes,NMA,11911826.85
2003,Tonnes,NMC,493225068.9
2003,Tonnes,NMM,501937212.9
2003,Tonnes,PET,105341000
2003,Tonnes,RAW,831472531.1
2003,Tonnes,WCH,2486892
2003,Tonnes,WOD,7112322.6
2004,Tonnes,BIM,73361654.05
2004,Tonnes,COL,82843000
2004,Tonnes,CPR,6930219.8
2004,Tonnes,CRO,43283616
2004,Tonnes,FEO,52956553.38
2004,Tonnes,FOF,209636071
2004,Tonnes,GAS,22162070.98
2004,Tonnes,GBO,11626480.69
2004,Tonnes,MEO,60072478.93
2004,Tonnes,NFO,52956553.38
2004,Tonnes,NMA,11742200.84
2004,Tonnes,NMC,471001528.6
2004,Tonnes,NMM,478530871.2
2004,Tonnes,PET,104631000
2004,Tonnes,RAW,821601075.2
2004,Tonnes,WCH,2475566
2004,Tonnes,WOD,7598549.56
2005,Tonnes,BIM,72958249.18
2005,Tonnes,COL,79931000
2005,Tonnes,CPR,6846735.39
2005,Tonnes,CRO,44730838
2005,Tonnes,FEO,50531156.31
2005,Tonnes,FOF,202715206.3
2005,Tonnes,GAS,22695206.28
2005,Tonnes,GBO,12055996.35
2005,Tonnes,MEO,57554124.86
2005,Tonnes,NFO,50531156.31
2005,Tonnes,NMA,12228759.05
2005,Tonnes,NMC,411624990
2005,Tonnes,NMM,417765375.3
2005,Tonnes,PET,100089000
2005,Tonnes,RAW,750992955.6
2005,Tonnes,WCH,2523728
2005,Tonnes,WOD,7252772.44
2006,Tonnes,BIM,72838457.25
2006,Tonnes,COL,82845000
2006,Tonnes,CPR,6429072
2006,Tonnes,CRO,44279017
2006,Tonnes,FEO,49755576.38
2006,Tonnes,FOF,211959612.6
2006,Tonnes,GAS,25594612.64
2006,Tonnes,GBO,12142639.53
2006,Tonnes,MEO,57098647.81
2006,Tonnes,NFO,49755576.38
2006,Tonnes,NMA,11874292.25
2006,Tonnes,NMC,409259228.1
2006,Tonnes,NMM,414831725.3
2006,Tonnes,PET,103520000
2006,Tonnes,RAW,756728443
2006,Tonnes,WCH,2805447
2006,Tonnes,WOD,7364435.72
2007,Tonnes,BIM,73377633.65
2007,Tonnes,COL,91722000
2007,Tonnes,CPR,6162319.54
2007,Tonnes,CRO,44096863
2007,Tonnes,FEO,56726185.95
2007,Tonnes,FOF,220915037.8
2007,Tonnes,GAS,25844037.78
2007,Tonnes,GBO,13087863.43
2007,Tonnes,MEO,63881253.66
2007,Tonnes,NFO,56726185.95
2007,Tonnes,NMA,13758909.02
2007,Tonnes,NMC,428640923.7
2007,Tonnes,NMM,435904655.5
2007,Tonnes,PET,103349000
2007,Tonnes,RAW,794078580.6
2007,Tonnes,WCH,2777078
2007,Tonnes,WOD,7693174.68
2008,Tonnes,BIM,78326078.32
2008,Tonnes,COL,103057000
2008,Tonnes,CPR,6924493.1
2008,Tonnes,CRO,43657198
2008,Tonnes,FEO,61325519.99
2008,Tonnes,FOF,229538441.7
2008,Tonnes,GAS,28675441.74
2008,Tonnes,GBO,14145023.66
2008,Tonnes,MEO,69323819.98
2008,Tonnes,NFO,61325519.99
2008,Tonnes,NMA,14145197.15
2008,Tonnes,NMC,414124684.3
2008,Tonnes,NMM,421659723.1
2008,Tonnes,PET,97806000
2008,Tonnes,RAW,798848063.1
2008,Tonnes,WCH,2534682
2008,Tonnes,WOD,8500100.56
2009,Tonnes,BIM,77109651.32
2009,Tonnes,COL,105757000
2009,Tonnes,CPR,6958866.86
2009,Tonnes,CRO,46221779
2009,Tonnes,FEO,46911587.01
2009,Tonnes,FOF,234404537.3
2009,Tonnes,GAS,26207537.3
2009,Tonnes,GBO,15579976.44
2009,Tonnes,MEO,55148620.11
2009,Tonnes,NFO,46911587.01
2009,Tonnes,NMA,10818508.77
2009,Tonnes,NMC,413187778.1
2009,Tonnes,NMM,419111454.1
2009,Tonnes,PET,102440000
2009,Tonnes,RAW,785774262.8
2009,Tonnes,WCH,2423745
2009,Tonnes,WOD,7519821.02
2010,Tonnes,BIM,74955053
2010,Tonnes,COL,121304000
2010,Tonnes,CPR,5903783.95
2010,Tonnes,CRO,44627242
2010,Tonnes,FEO,61231682.76
2010,Tonnes,FOF,261434257.3
2010,Tonnes,GAS,34001257.34
2010,Tonnes,GBO,13981883.29
2010,Tonnes,MEO,70349457.77
2010,Tonnes,NFO,61231682.76
2010,Tonnes,NMA,11615735.85
2010,Tonnes,NMC,376448454.2
2010,Tonnes,NMM,380304130.5
2010,Tonnes,PET,106129000
2010,Tonnes,RAW,787042898.6
2010,Tonnes,WCH,2231367
2010,Tonnes,WOD,9047493.76
2011,Tonnes,BIM,76623833.13
2011,Tonnes,COL,131640000
2011,Tonnes,CPR,5715780.33
2011,Tonnes,CRO,43790525
2011,Tonnes,FEO,62271635.91
2011,Tonnes,FOF,271293783
2011,Tonnes,GAS,36167782.98
2011,Tonnes,GBO,15133244.8
2011,Tonnes,MEO,71739106.79
2011,Tonnes,NFO,62271635.91
2011,Tonnes,NMA,11503951.85
2011,Tonnes,NMC,366441671.2
2011,Tonnes,NMM,367516151
2011,Tonnes,PET,103486000
2011,Tonnes,RAW,787172873.9
2011,Tonnes,WCH,2483434
2011,Tonnes,WOD,8995765
2012,Tonnes,BIM,77718490.36
2012,Tonnes,COL,126729000
2012,Tonnes,CPR,5616221.1
2012,Tonnes,CRO,44295609
2012,Tonnes,FEO,60661835.16
2012,Tonnes,FOF,270891184
2012,Tonnes,GAS,36968184
2012,Tonnes,GBO,16427124.42
2012,Tonnes,MEO,70725567.99
2012,Tonnes,NFO,60661835.16
2012,Tonnes,NMA,11401518.4
2012,Tonnes,NMC,165675251.3
2012,Tonnes,NMM,167675119.1
2012,Tonnes,PET,107194000
2012,Tonnes,RAW,587010361.4
2012,Tonnes,WCH,2265002.201
2012,Tonnes,WOD,8258529.64
2013,Tonnes,BIM,77662386.02
2013,Tonnes,COL,128686000
2013,Tonnes,CPR,5892247.3
2013,Tonnes,CRO,45151613
2013,Tonnes,FEO,57601691.48
2013,Tonnes,FOF,276395524.7
2013,Tonnes,GAS,41104524.72
2013,Tonnes,GBO,15836557.22
2013,Tonnes,MEO,68499230.85
2013,Tonnes,NFO,57601691.48
2013,Tonnes,NMA,12291258.59
2013,Tonnes,NMC,156292463
2013,Tonnes,NMM,158818245.4
2013,Tonnes,PET,106605000
2013,Tonnes,RAW,581375387
2013,Tonnes,WCH,2129529.053
2013,Tonnes,WOD,7589897.44
2014,Tonnes,BIM,77188395.99
2014,Tonnes,COL,133185000
2014,Tonnes,CPR,5838261.492
2014,Tonnes,CRO,46214155
2014,Tonnes,FEO,66935079.81
2014,Tonnes,FOF,277906299.1
2014,Tonnes,GAS,37876299.06
2014,Tonnes,GBO,15227093.35
2014,Tonnes,MEO,78168690.77
2014,Tonnes,NFO,66935079.81
2014,Tonnes,NMA,12148779.19
2014,Tonnes,NMC,154453697.2
2014,Tonnes,NMM,156453164.7
2014,Tonnes,PET,106845000
2014,Tonnes,RAW,589716550.6
2014,Tonnes,WCH,2311482.786
2014,Tonnes,WOD,7518334.54
2015,Tonnes,BIM,77438624.37
2015,Tonnes,COL,137237000
2015,Tonnes,CPR,5733768.474
2015,Tonnes,CRO,46293223.82
2015,Tonnes,FEO,68149481.97
2015,Tonnes,FOF,287011774.7
2015,Tonnes,GAS,33439774.7
2015,Tonnes,GBO,15416703.96
2015,Tonnes,MEO,79731735.2
2015,Tonnes,NFO,68149481.97
2015,Tonnes,NMA,12179294.88
2015,Tonnes,NMC,134016054.4
2015,Tonnes,NMM,135689179.3
2015,Tonnes,PET,116335000
2015,Tonnes,RAW,579871313.6
2015,Tonnes,WCH,2299126.236
2015,Tonnes,WOD,7635872.54
2016,Tonnes,BIM,77595905.97
2016,Tonnes,COL,142579439.3
2016,Tonnes,CPR,5629275.456
2016,Tonnes,CRO,46353153.15
2016,Tonnes,FEO,69363884.14
2016,Tonnes,FOF,294490553.6
2016,Tonnes,GAS,35076162.04
2016,Tonnes,GBO,15606314.57
2016,Tonnes,MEO,81294779.62
2016,Tonnes,NFO,69363884.14
2016,Tonnes,NMA,12213810.58
2016,Tonnes,NMC,113578411.7
2016,Tonnes,NMM,114929193.9
2016,Tonnes,PET,116834952.3
2016,Tonnes,RAW,568310433.1
2016,Tonnes,WCH,2286769.685
2016,Tonnes,WOD,7660463.765
2017,Tonnes,BIM,77753187.57
2017,Tonnes,COL,147921878.6
2017,Tonnes,CPR,5524782.438
2017,Tonnes,CRO,46473011.83
2017,Tonnes,FEO,70578286.3
2017,Tonnes,FOF,301969332.5
2017,Tonnes,GAS,36712549.38
2017,Tonnes,GBO,15795925.18
2017,Tonnes,MEO,82857824.05
2017,Tonnes,NFO,70578286.3
2017,Tonnes,NMA,12248326.27
2017,Tonnes,NMC,113323444.3
2017,Tonnes,NMM,114351883.9
2017,Tonnes,PET,117334904.5
2017,Tonnes,RAW,576932228
2017,Tonnes,WCH,2274413.135
2017,Tonnes,WOD,7685054.99
