Year,Value
2004,59.8
2005,59.5
2006,59.8
2007,58.9 
2008,58.5
2009,57.8
2010,55.7
2011,56.4 
2012,57
2013,57.2
2014,57.8 
2015,57.9 
2016,57.6
2017,57.3
2018,58.4
2019,60
2020,59.7
