Year,성별,Value
2005,,49.59284
2005,여,49.5831
2005,남,49.601820000000004
2013,,97.84308
2013,여,98.28248
2013,남,97.4323
2014,,93.51384
2014,여,93.39661
2014,남,93.62425999999999
2015,,90.81364
2015,여,90.6319
2015,남,90.98515
2016,,96.36279
2016,여,96.11757
2016,남,96.59407
