Year,Value
2000,2.3
2001,2.47
2002,2.4
2003,2.49
2004,2.53
2005,2.63
2006,2.83
2007,3
2008,3.12
2009,3.29
2010,3.47
2011,3.74
2012,4.03
2013,4.15
2014,4.29
2015,4.22
2016,4.23
2017,4.55
2018,4.81
