Year,Value
1998,11.7
2001,12.1
2005,14.1
2007,16.8
2008,13.1
2009,14.2
2010,12.6
2011,12.7
2012,11.1
2013,11.6
2014,9.8
2015,10.4
2016,12.4
2017,12.3
2018,11.8
2019,12.0
2020,15.3
2021,14.4
