Year,Value
2005,5.9999999999999995e-05
2006,0.0001
2007,5.9999999999999995e-05
2008,2e-05
2009,5.9999999999999995e-05
2010,0.00031
2011,0.00027
2012,9e-05
2013,2e-05
2014,2.9999999999999997e-05
2015,0.0
2016,1e-05
2017,4e-05
2018,0.0
