Year,Value
2000,20.29
2001,19.78
2002,19.13
2003,18.99
2004,19.02
2005,18.53
2006,18
2007,17.58
2008,17.3
2009,16.36
2010,16.97
2011,16.95
2012,16.71
2013,16.76
2014,16.99
2015,17.36
2016,17.13
2017,16.85
