Year,Value
2000,0.203
2001,0.196
2002,0.192
2003,0.192
2004,0.185
2005,0.183
2006,0.178
2007,0.177
2008,0.175
2009,0.178
2010,0.178
2011,0.182
2012,0.178
2013,0.172
2014,0.168
2015,0.167
2016,0.169
2017,0.169
2018,0.166
2019,0.161
2020,0.155
2021,0.157
2020,0.154
