Year,성별,Value
2005,,49.59284
2005,여자,49.5831
2005,남자,49.60182
2013,,97.84308
2013,여자,98.28248
2013,남자,97.4323
2014,,93.51384
2014,여자,93.39661
2014,남자,93.62426
2015,,90.81364
2015,여자,90.6319
2015,남자,90.98515
2016,,96.36279
2016,여자,96.11757
2016,남자,96.59407
