Year,구분,Value
2010,PM10,51.4166666666667
2011,PM10,50.5
2012,PM10,44.6666666666667
2013,PM10,48.5
2014,PM10,48.5833333333333
2015,PM10,47.5
2016,PM10,46.75
2017,PM10,45.4166666666667
2018,PM10,41.5
2019,PM10,41.25
2015,PM2.5,25.5833333333333
2016,PM2.5,26.0833333333333
2017,PM2.5,25
2018,PM2.5,23.3333333333333
2019,PM2.5,23.4166666666667
