Year,성별,Value
2014,여자,0.43930854837868394
2015,여자,0.44585807263879096
2016,여자,0.45199414804006205
2017,여자,0.460467909699123
2018,여자,0.467
2019,여자,0.473
2014,남자,0.5606914516213161
2015,남자,0.554141927361209
2016,남자,0.548005851959938
2017,남자,0.539532090300877
2018,남자,0.53305938486843
2019,남자,0.527145374742004
