Year,data.category,Value
2006,data.Industrial_emission_facilities_waste,59.4218753245571
2007,data.Industrial_emission_facilities_waste,66.8427883317219
2008,data.Industrial_emission_facilities_waste,70.8191712170231
2009,data.Industrial_emission_facilities_waste,66.4667272363943
2010,data.Industrial_emission_facilities_waste,72.2585675430644
2011,data.Industrial_emission_facilities_waste,73.0283668151391
2012,data.Industrial_emission_facilities_waste,76.4901250355215
2013,data.Industrial_emission_facilities_waste,75.3598516872795
2014,data.Industrial_emission_facilities_waste,77.2661133179057
2015,data.Industrial_emission_facilities_waste,78.1664525725103
2016,data.Industrial_emission_facilities_waste,79.0639423323047
2017,data.Industrial_emission_facilities_waste,80.5915643819215
2018,data.Industrial_emission_facilities_waste,81.6266204168801
2006,data.Municipal_waste,55.7938203812998
2007,data.Municipal_waste,57.9986751482237
2008,data.Municipal_waste,59.2057044304441
2009,data.Municipal_waste,60.3973311663316
2010,data.Municipal_waste,59.3852943763991
2011,data.Municipal_waste,57.6085018453069
2012,data.Municipal_waste,57.6983109292531
2013,data.Municipal_waste,56.9185081407997
2014,data.Municipal_waste,57.969033318223
2015,data.Municipal_waste,58.4713161580422
2016,data.Municipal_waste,58.5253506906026
2017,data.Municipal_waste,59.4617953338118
2018,data.Municipal_waste,59.4122264932309
2006,data.Construction_waste,96.9736349224102
2007,data.Construction_waste,97.5000145344612
2008,data.Construction_waste,97.542042298182
2009,data.Construction_waste,97.7777026334219
2010,data.Construction_waste,98.2486003849082
2011,data.Construction_waste,98.0769478352856
2012,data.Construction_waste,97.2489196451775
2013,data.Construction_waste,97.4887448191843
2014,data.Construction_waste,97.8790327452876
2015,data.Construction_waste,97.5311686988487
2016,data.Construction_waste,98.0967088506047
2017,data.Construction_waste,98.0649296653039
2018,data.Construction_waste,98.2598287806431
2006,data.Industrial_municipal_waste,60.4500352573789
2007,data.Industrial_municipal_waste,56.4323837695325
2008,data.Industrial_municipal_waste,62.3528571720015
2009,data.Industrial_municipal_waste,64.7124846945717
2010,data.Industrial_municipal_waste,66.1787196853834
2011,data.Industrial_municipal_waste,66.9736134222478
2012,data.Industrial_municipal_waste,67.019712480941
2013,data.Industrial_municipal_waste,69.7281778755116
2014,data.Industrial_municipal_waste,64.8354410286259
2015,data.Industrial_municipal_waste,63.4169687069274
2016,data.Industrial_municipal_waste,67.9423937629337
2017,data.Industrial_municipal_waste,72.7342405018513
2018,data.Industrial_municipal_waste,75.0831888521554
2019,data.Municipal_waste,56.3842647145306
2019,data.Industrial_municipal_waste,72.4199746043339
2019,data.Construction_waste,98.919728867097
2019,data.Industrial_emission_facilities_waste,82.568515292248
