Year,Value
2001,71.3
2002,66.5
2003,63.5
2004,65
2005,72.4
2006,72.3
2007,70.6
2008,69.1
2009,72.2
2010,72.8
2011,78.9
2012,78.5
2013,71.4
2014,68.7
2015,63.2
2016,60.4
2017,55
2018,51.5
2019,46.4
2020,38.8
