Year,Value
2000,24.8
2001,16.2
2004,13.8
2005,11.6
2006,6.6
2007,7.4
2008,4.8
2009,6.8
2010,2.6
2011,4
2012,5
2013,2.3
2014,2.5
2015,1.9
2016,3.5
2017,0.8
2018,0.2
2019,1.9
2020,0
2021,0.4
