Year,Value
2000,87.1
2001,87.8
2002,88.7
2003,89.4
2004,90.1
2005,90.7
2006,91.3
2007,92.1
2008,97.1
2009,97.4
2010,97.7
2011,97.9
2012,98.1
2013,98.5
2014,98.6
2015,98.8
2016,98.9
2017,99.1
2018,99.2
