Year,Value
2005,9.103
2006,9.193
2007,9.268
2008,9.398
2009,8.841
2010,8.914
2011,8.858
2012,8.989
2013,8.69
2014,8.921
2015.9.094
2016,8.686
2017,8.652
2018,8.477
