Year,Value
2007,12.54725
2008,28.086959999999998
2009,54.50192
2010,3.8405699999999996
2011,13.71734
2012,6.14711
2013,54.070130000000006
2014,22.5706
2015,35.110820000000004
2016,26.4335
2017,26.01472
