Year,Units,data.Type_of_product,Value
2009,GDP당 국내물질소비량(kg/USD),비금속광석,0.04565
2009,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.01053
2009,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.40204
2009,GDP당 국내물질소비량(kg/USD),비급속광물,0.4078
2009,GDP당 국내물질소비량(kg/USD),석유,0.09968
2009,GDP당 국내물질소비량(kg/USD),RAW,0.76457
2009,GDP당 국내물질소비량(kg/USD),자연수확,0.00236
2009,GDP당 국내물질소비량(kg/USD),나무,0.00732
2010,GDP당 국내물질소비량(kg/USD),바이오매스,0.06848
2010,GDP당 국내물질소비량(kg/USD),석탄,0.11083
2010,GDP당 국내물질소비량(kg/USD),작물잔해,0.00539
2010,GDP당 국내물질소비량(kg/USD),작물,0.04077
2010,GDP당 국내물질소비량(kg/USD),철광석,0.05594
2010,GDP당 국내물질소비량(kg/USD),화석연료,0.23886
2010,GDP당 국내물질소비량(kg/USD),천연가스,0.03107
2010,GDP당 국내물질소비량(kg/USD),사료작물,0.01277
2010,GDP당 국내물질소비량(kg/USD),금속광석,0.06428
2010,GDP당 국내물질소비량(kg/USD),비금속광석,0.05594
2010,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.01061
2010,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.34395
2010,GDP당 국내물질소비량(kg/USD),비급속광물,0.34747
2010,GDP당 국내물질소비량(kg/USD),석유,0.09697
2010,GDP당 국내물질소비량(kg/USD),RAW,0.71909
2010,GDP당 국내물질소비량(kg/USD),자연수확,0.00204
2010,GDP당 국내물질소비량(kg/USD),나무,0.00827
2011,GDP당 국내물질소비량(kg/USD),바이오매스,0.06752
2011,GDP당 국내물질소비량(kg/USD),석탄,0.116
2011,GDP당 국내물질소비량(kg/USD),작물잔해,0.00504
2011,GDP당 국내물질소비량(kg/USD),작물,0.03859
2011,GDP당 국내물질소비량(kg/USD),철광석,0.05487
2011,GDP당 국내물질소비량(kg/USD),화석연료,0.23907
2011,GDP당 국내물질소비량(kg/USD),천연가스,0.03187
2011,GDP당 국내물질소비량(kg/USD),사료작물,0.01334
2011,GDP당 국내물질소비량(kg/USD),금속광석,0.06322
2011,GDP당 국내물질소비량(kg/USD),비금속광석,0.05487
2011,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.01014
2011,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.32291
2011,GDP당 국내물질소비량(kg/USD),비급속광물,0.32386
2011,GDP당 국내물질소비량(kg/USD),석유,0.09119
2011,GDP당 국내물질소비량(kg/USD),RAW,0.69367
2011,GDP당 국내물질소비량(kg/USD),자연수확,0.00219
2011,GDP당 국내물질소비량(kg/USD),나무,0.00793
2012,GDP당 국내물질소비량(kg/USD),바이오매스,0.06695
2012,GDP당 국내물질소비량(kg/USD),석탄,0.10917
2012,GDP당 국내물질소비량(kg/USD),작물잔해,0.00484
2012,GDP당 국내물질소비량(kg/USD),작물,0.03816
2012,GDP당 국내물질소비량(kg/USD),철광석,0.05226
2012,GDP당 국내물질소비량(kg/USD),화석연료,0.23336
2012,GDP당 국내물질소비량(kg/USD),천연가스,0.03185
2012,GDP당 국내물질소비량(kg/USD),사료작물,0.01415
2012,GDP당 국내물질소비량(kg/USD),금속광석,0.06093
2012,GDP당 국내물질소비량(kg/USD),비금속광석,0.05226
2012,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.00982
2012,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.14272
2012,GDP당 국내물질소비량(kg/USD),비급속광물,0.14445
2012,GDP당 국내물질소비량(kg/USD),석유,0.09234
2012,GDP당 국내물질소비량(kg/USD),RAW,0.50569
2012,GDP당 국내물질소비량(kg/USD),자연수확,0.00195
2012,GDP당 국내물질소비량(kg/USD),나무,0.00711
2013,GDP당 국내물질소비량(kg/USD),바이오매스,0.06502
2013,GDP당 국내물질소비량(kg/USD),석탄,0.10774
2013,GDP당 국내물질소비량(kg/USD),작물잔해,0.00493
2013,GDP당 국내물질소비량(kg/USD),작물,0.0378
2013,GDP당 국내물질소비량(kg/USD),철광석,0.04823
2013,GDP당 국내물질소비량(kg/USD),화석연료,0.2314
2013,GDP당 국내물질소비량(kg/USD),천연가스,0.03441
2013,GDP당 국내물질소비량(kg/USD),사료작물,0.01326
2013,GDP당 국내물질소비량(kg/USD),금속광석,0.05735
2013,GDP당 국내물질소비량(kg/USD),비금속광석,0.04823
2013,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.01029
2013,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.13085
2013,GDP당 국내물질소비량(kg/USD),비급속광물,0.13297
2013,GDP당 국내물질소비량(kg/USD),석유,0.08925
2013,GDP당 국내물질소비량(kg/USD),RAW,0.48674
2013,GDP당 국내물질소비량(kg/USD),자연수확,0.00178
2013,GDP당 국내물질소비량(kg/USD),나무,0.00635
2014,GDP당 국내물질소비량(kg/USD),바이오매스,0.06253
2014,GDP당 국내물질소비량(kg/USD),석탄,0.1079
2014,GDP당 국내물질소비량(kg/USD),작물잔해,0.00473
2014,GDP당 국내물질소비량(kg/USD),작물,0.03744
2014,GDP당 국내물질소비량(kg/USD),철광석,0.05423
2014,GDP당 국내물질소비량(kg/USD),화석연료,0.22515
2014,GDP당 국내물질소비량(kg/USD),천연가스,0.03069
2014,GDP당 국내물질소비량(kg/USD),사료작물,0.01234
2014,GDP당 국내물질소비량(kg/USD),금속광석,0.06333
2014,GDP당 국내물질소비량(kg/USD),비금속광석,0.05423
2014,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.00984
2014,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.12513
2014,GDP당 국내물질소비량(kg/USD),비급속광물,0.12675
2014,GDP당 국내물질소비량(kg/USD),석유,0.08656
2014,GDP당 국내물질소비량(kg/USD),RAW,0.47776
2014,GDP당 국내물질소비량(kg/USD),자연수확,0.00187
2014,GDP당 국내물질소비량(kg/USD),나무,0.00609
2015,GDP당 국내물질소비량(kg/USD),바이오매스,0.06103
2015,GDP당 국내물질소비량(kg/USD),석탄,0.10816
2015,GDP당 국내물질소비량(kg/USD),작물잔해,0.00452
2015,GDP당 국내물질소비량(kg/USD),작물,0.03649
2015,GDP당 국내물질소비량(kg/USD),철광석,0.05371
2015,GDP당 국내물질소비량(kg/USD),화석연료,0.22621
2015,GDP당 국내물질소비량(kg/USD),천연가스,0.02636
2015,GDP당 국내물질소비량(kg/USD),사료작물,0.01215
2015,GDP당 국내물질소비량(kg/USD),금속광석,0.06284
2015,GDP당 국내물질소비량(kg/USD),비금속광석,0.05371
2015,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.0096
2015,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.10563
2015,GDP당 국내물질소비량(kg/USD),비급속광물,0.10694
2015,GDP당 국내물질소비량(kg/USD),석유,0.09169
2015,GDP당 국내물질소비량(kg/USD),RAW,0.45703
2015,GDP당 국내물질소비량(kg/USD),자연수확,0.00181
2015,GDP당 국내물질소비량(kg/USD),나무,0.00602
2016,GDP당 국내물질소비량(kg/USD),바이오매스,0.05942
2016,GDP당 국내물질소비량(kg/USD),석탄,0.10918
2016,GDP당 국내물질소비량(kg/USD),작물잔해,0.00431
2016,GDP당 국내물질소비량(kg/USD),작물,0.03549
2016,GDP당 국내물질소비량(kg/USD),철광석,0.05311
2016,GDP당 국내물질소비량(kg/USD),화석연료,0.2255
2016,GDP당 국내물질소비량(kg/USD),천연가스,0.02686
2016,GDP당 국내물질소비량(kg/USD),사료작물,0.01195
2016,GDP당 국내물질소비량(kg/USD),금속광석,0.06225
2016,GDP당 국내물질소비량(kg/USD),비금속광석,0.05311
2016,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.00935
2016,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.08697
2016,GDP당 국내물질소비량(kg/USD),비급속광물,0.088
2016,GDP당 국내물질소비량(kg/USD),석유,0.08946
2016,GDP당 국내물질소비량(kg/USD),RAW,0.43517
2016,GDP당 국내물질소비량(kg/USD),자연수확,0.00175
2016,GDP당 국내물질소비량(kg/USD),나무,0.00587
2017,GDP당 국내물질소비량(kg/USD),바이오매스,0.05777
2017,GDP당 국내물질소비량(kg/USD),석탄,0.1099
2017,GDP당 국내물질소비량(kg/USD),작물잔해,0.0041
2017,GDP당 국내물질소비량(kg/USD),작물,0.03453
2017,GDP당 국내물질소비량(kg/USD),철광석,0.05244
2017,GDP당 국내물질소비량(kg/USD),화석연료,0.22435
2017,GDP당 국내물질소비량(kg/USD),천연가스,0.02728
2017,GDP당 국내물질소비량(kg/USD),사료작물,0.01174
2017,GDP당 국내물질소비량(kg/USD),금속광석,0.06156
2017,GDP당 국내물질소비량(kg/USD),비금속광석,0.05244
2017,GDP당 국내물질소비량(kg/USD),산업/농업 비금속광물,0.0091
2017,GDP당 국내물질소비량(kg/USD),건설 비금속광물,0.0842
2017,GDP당 국내물질소비량(kg/USD),비급속광물,0.08496
2017,GDP당 국내물질소비량(kg/USD),석유,0.08718
2017,GDP당 국내물질소비량(kg/USD),RAW,0.42864
2017,GDP당 국내물질소비량(kg/USD),자연수확,0.00169
2017,GDP당 국내물질소비량(kg/USD),나무,0.00571
2000,국내물질소비량(톤),바이오매스,78315086.23
2000,국내물질소비량(톤),석탄,73195000.0
2000,국내물질소비량(톤),작물잔해,7230600.21
2000,국내물질소비량(톤),작물,43521392.0
2000,국내물질소비량(톤),철광석,43851447.94
2000,국내물질소비량(톤),화석연료,194637495.4
2000,국내물질소비량(톤),천연가스,14596495.38
2000,국내물질소비량(톤),사료작물,16425013.18
2000,국내물질소비량(톤),금속광석,50422530.99
2000,국내물질소비량(톤),비금속광석,43851447.94
2000,국내물질소비량(톤),산업/농업 비금속광물,11842321.07
2000,국내물질소비량(톤),건설 비금속광물,419684198.5
2000,국내물질소비량(톤),비급속광물,422740081.5
2000,국내물질소비량(톤),석유,106846000.0
2000,국내물질소비량(톤),RAW,746115194.1
2000,국내물질소비량(톤),자연수확,2054611.0
2000,국내물질소비량(톤),나무,7538088.84
2001,국내물질소비량(톤),바이오매스,77279740.36
2001,국내물질소비량(톤),석탄,74015000.0
2001,국내물질소비량(톤),작물잔해,7433535.25
2001,국내물질소비량(톤),작물,45066773.0
2001,국내물질소비량(톤),철광석,48947893.05
2001,국내물질소비량(톤),화석연료,193625503.4
2001,국내물질소비량(톤),천연가스,16170503.44
2001,국내물질소비량(톤),사료작물,13540020.47
2001,국내물질소비량(톤),금속광석,55475920.91
2001,국내물질소비량(톤),비금속광석,48947893.05
2001,국내물질소비량(톤),산업/농업 비금속광물,11010080.92
2001,국내물질소비량(톤),건설 비금속광물,441805661.5
2001,국내물질소비량(톤),비급속광물,446994638.9
2001,국내물질소비량(톤),석유,103440000.0
2001,국내물질소비량(톤),RAW,773375803.6
2001,국내물질소비량(톤),자연수확,2636032.0
2001,국내물질소비량(톤),나무,7969074.64
2002,국내물질소비량(톤),바이오매스,74978403.01
2002,국내물질소비량(톤),석탄,75319000.0
2002,국내물질소비량(톤),작물잔해,6869152.16
2002,국내물질소비량(톤),작물,45701078.0
2002,국내물질소비량(톤),철광석,51105813.08
2002,국내물질소비량(톤),화석연료,196702628.6
2002,국내물질소비량(톤),천연가스,17834628.64
2002,국내물질소비량(톤),사료작물,12968518.49
2002,국내물질소비량(톤),금속광석,57900354.14
2002,국내물질소비량(톤),비금속광석,51105813.08
2002,국내물질소비량(톤),산업/농업 비금속광물,12682366.23
2002,국내물질소비량(톤),건설 비금속광물,448986620.8
2002,국내물질소비량(톤),비급속광물,458113724.0
2002,국내물질소비량(톤),석유,103549000.0
2002,국내물질소비량(톤),RAW,787695109.8
2002,국내물질소비량(톤),자연수확,2465354.0
2002,국내물질소비량(톤),나무,8223597.36
2003,국내물질소비량(톤),바이오매스,70759134.24
2003,국내물질소비량(톤),석탄,77128000.0
2003,국내물질소비량(톤),작물잔해,6094125.66
2003,국내물질소비량(톤),작물,44451781.0
2003,국내물질소비량(톤),철광석,49874613.8
2003,국내물질소비량(톤),화석연료,201910867.7
2003,국내물질소비량(톤),천연가스,19441867.74
2003,국내물질소비량(톤),사료작물,11782177.98
2003,국내물질소비량(톤),금속광석,56865316.25
2003,국내물질소비량(톤),비금속광석,49874613.8
2003,국내물질소비량(톤),산업/농업 비금속광물,11911826.85
2003,국내물질소비량(톤),건설 비금속광물,493225068.9
2003,국내물질소비량(톤),비급속광물,501937212.9
2003,국내물질소비량(톤),석유,105341000.0
2003,국내물질소비량(톤),RAW,831472531.1
2003,국내물질소비량(톤),자연수확,2486892.0
2003,국내물질소비량(톤),나무,7112322.6
2004,국내물질소비량(톤),바이오매스,73361654.05
2004,국내물질소비량(톤),석탄,82843000.0
2004,국내물질소비량(톤),작물잔해,6930219.8
2004,국내물질소비량(톤),작물,43283616.0
2004,국내물질소비량(톤),철광석,52956553.38
2004,국내물질소비량(톤),화석연료,209636071.0
2004,국내물질소비량(톤),천연가스,22162070.98
2004,국내물질소비량(톤),사료작물,11626480.69
2004,국내물질소비량(톤),금속광석,60072478.93
2004,국내물질소비량(톤),비금속광석,52956553.38
2004,국내물질소비량(톤),산업/농업 비금속광물,11742200.84
2004,국내물질소비량(톤),건설 비금속광물,471001528.6
2004,국내물질소비량(톤),비급속광물,478530871.2
2004,국내물질소비량(톤),석유,104631000.0
2004,국내물질소비량(톤),RAW,821601075.2
2004,국내물질소비량(톤),자연수확,2475566.0
2004,국내물질소비량(톤),나무,7598549.56
2005,국내물질소비량(톤),바이오매스,72958249.18
2005,국내물질소비량(톤),석탄,79931000.0
2005,국내물질소비량(톤),작물잔해,6846735.39
2005,국내물질소비량(톤),작물,44730838.0
2005,국내물질소비량(톤),철광석,50531156.31
2005,국내물질소비량(톤),화석연료,202715206.3
2005,국내물질소비량(톤),천연가스,22695206.28
2005,국내물질소비량(톤),사료작물,12055996.35
2005,국내물질소비량(톤),금속광석,57554124.86
2005,국내물질소비량(톤),비금속광석,50531156.31
2005,국내물질소비량(톤),산업/농업 비금속광물,12228759.05
2005,국내물질소비량(톤),건설 비금속광물,411624990.0
2005,국내물질소비량(톤),비급속광물,417765375.3
2005,국내물질소비량(톤),석유,100089000.0
2005,국내물질소비량(톤),RAW,750992955.6
2005,국내물질소비량(톤),자연수확,2523728.0
2005,국내물질소비량(톤),나무,7252772.44
2006,국내물질소비량(톤),바이오매스,72838457.25
2006,국내물질소비량(톤),석탄,82845000.0
2006,국내물질소비량(톤),작물잔해,6429072.0
2006,국내물질소비량(톤),작물,44279017.0
2006,국내물질소비량(톤),철광석,49755576.38
2006,국내물질소비량(톤),화석연료,211959612.6
2006,국내물질소비량(톤),천연가스,25594612.64
2006,국내물질소비량(톤),사료작물,12142639.53
2006,국내물질소비량(톤),금속광석,57098647.81
2006,국내물질소비량(톤),비금속광석,49755576.38
2006,국내물질소비량(톤),산업/농업 비금속광물,11874292.25
2006,국내물질소비량(톤),건설 비금속광물,409259228.1
2006,국내물질소비량(톤),비급속광물,414831725.3
2006,국내물질소비량(톤),석유,103520000.0
2006,국내물질소비량(톤),RAW,756728443.0
2006,국내물질소비량(톤),자연수확,2805447.0
2006,국내물질소비량(톤),나무,7364435.72
2007,국내물질소비량(톤),바이오매스,73377633.65
2007,국내물질소비량(톤),석탄,91722000.0
2007,국내물질소비량(톤),작물잔해,6162319.54
2007,국내물질소비량(톤),작물,44096863.0
2007,국내물질소비량(톤),철광석,56726185.95
2007,국내물질소비량(톤),화석연료,220915037.8
2007,국내물질소비량(톤),천연가스,25844037.78
2007,국내물질소비량(톤),사료작물,13087863.43
2007,국내물질소비량(톤),금속광석,63881253.66
2007,국내물질소비량(톤),비금속광석,56726185.95
2007,국내물질소비량(톤),산업/농업 비금속광물,13758909.02
2007,국내물질소비량(톤),건설 비금속광물,428640923.7
2007,국내물질소비량(톤),비급속광물,435904655.5
2007,국내물질소비량(톤),석유,103349000.0
2007,국내물질소비량(톤),RAW,794078580.6
2007,국내물질소비량(톤),자연수확,2777078.0
2007,국내물질소비량(톤),나무,7693174.68
2008,국내물질소비량(톤),바이오매스,78326078.32
2008,국내물질소비량(톤),석탄,103057000.0
2008,국내물질소비량(톤),작물잔해,6924493.1
2008,국내물질소비량(톤),작물,43657198.0
2008,국내물질소비량(톤),철광석,61325519.99
2008,국내물질소비량(톤),화석연료,229538441.7
2008,국내물질소비량(톤),천연가스,28675441.74
2008,국내물질소비량(톤),사료작물,14145023.66
2008,국내물질소비량(톤),금속광석,69323819.98
2008,국내물질소비량(톤),비금속광석,61325519.99
2008,국내물질소비량(톤),산업/농업 비금속광물,14145197.15
2008,국내물질소비량(톤),건설 비금속광물,414124684.3
2008,국내물질소비량(톤),비급속광물,421659723.1
2008,국내물질소비량(톤),석유,97806000.0
2008,국내물질소비량(톤),RAW,798848063.1
2008,국내물질소비량(톤),자연수확,2534682.0
2008,국내물질소비량(톤),나무,8500100.56
2009,국내물질소비량(톤),바이오매스,77109651.32
2009,국내물질소비량(톤),석탄,105757000.0
2009,국내물질소비량(톤),작물잔해,6958866.86
2009,국내물질소비량(톤),작물,46221779.0
2009,국내물질소비량(톤),철광석,46911587.01
2009,국내물질소비량(톤),화석연료,234404537.3
2009,국내물질소비량(톤),천연가스,26207537.3
2009,국내물질소비량(톤),사료작물,15579976.44
2009,국내물질소비량(톤),금속광석,55148620.11
2009,국내물질소비량(톤),비금속광석,46911587.01
2009,국내물질소비량(톤),산업/농업 비금속광물,10818508.77
2009,국내물질소비량(톤),건설 비금속광물,413187778.1
2009,국내물질소비량(톤),비급속광물,419111454.1
2009,국내물질소비량(톤),석유,102440000.0
2009,국내물질소비량(톤),RAW,785774262.8
2009,국내물질소비량(톤),자연수확,2423745.0
2009,국내물질소비량(톤),나무,7519821.02
2010,국내물질소비량(톤),바이오매스,74955053.0
2010,국내물질소비량(톤),석탄,121304000.0
2010,국내물질소비량(톤),작물잔해,5903783.95
2010,국내물질소비량(톤),작물,44627242.0
2010,국내물질소비량(톤),철광석,61231682.76
2010,국내물질소비량(톤),화석연료,261434257.3
2010,국내물질소비량(톤),천연가스,34001257.34
2010,국내물질소비량(톤),사료작물,13981883.29
2010,국내물질소비량(톤),금속광석,70349457.77
2010,국내물질소비량(톤),비금속광석,61231682.76
2010,국내물질소비량(톤),산업/농업 비금속광물,11615735.85
2010,국내물질소비량(톤),건설 비금속광물,376448454.2
2010,국내물질소비량(톤),비급속광물,380304130.5
2010,국내물질소비량(톤),석유,106129000.0
2010,국내물질소비량(톤),RAW,787042898.6
2010,국내물질소비량(톤),자연수확,2231367.0
2010,국내물질소비량(톤),나무,9047493.76
2011,국내물질소비량(톤),바이오매스,76623833.13
2011,국내물질소비량(톤),석탄,131640000.0
2011,국내물질소비량(톤),작물잔해,5715780.33
2011,국내물질소비량(톤),작물,43790525.0
2011,국내물질소비량(톤),철광석,62271635.91
2011,국내물질소비량(톤),화석연료,271293783.0
2011,국내물질소비량(톤),천연가스,36167782.98
2011,국내물질소비량(톤),사료작물,15133244.8
2011,국내물질소비량(톤),금속광석,71739106.79
2011,국내물질소비량(톤),비금속광석,62271635.91
2011,국내물질소비량(톤),산업/농업 비금속광물,11503951.85
2011,국내물질소비량(톤),건설 비금속광물,366441671.2
2011,국내물질소비량(톤),비급속광물,367516151.0
2011,국내물질소비량(톤),석유,103486000.0
2011,국내물질소비량(톤),RAW,787172873.9
2011,국내물질소비량(톤),자연수확,2483434.0
2011,국내물질소비량(톤),나무,8995765.0
2012,국내물질소비량(톤),바이오매스,77718490.36
2012,국내물질소비량(톤),석탄,126729000.0
2012,국내물질소비량(톤),작물잔해,5616221.1
2012,국내물질소비량(톤),작물,44295609.0
2012,국내물질소비량(톤),철광석,60661835.16
2012,국내물질소비량(톤),화석연료,270891184.0
2012,국내물질소비량(톤),천연가스,36968184.0
2012,국내물질소비량(톤),사료작물,16427124.42
2012,국내물질소비량(톤),금속광석,70725567.99
2012,국내물질소비량(톤),비금속광석,60661835.16
2012,국내물질소비량(톤),산업/농업 비금속광물,11401518.4
2012,국내물질소비량(톤),건설 비금속광물,165675251.3
2012,국내물질소비량(톤),비급속광물,167675119.1
2012,국내물질소비량(톤),석유,107194000.0
2012,국내물질소비량(톤),RAW,587010361.4
2012,국내물질소비량(톤),자연수확,2265002.201
2012,국내물질소비량(톤),나무,8258529.64
2013,국내물질소비량(톤),바이오매스,77662386.02
2013,국내물질소비량(톤),석탄,128686000.0
2013,국내물질소비량(톤),작물잔해,5892247.3
2013,국내물질소비량(톤),작물,45151613.0
2013,국내물질소비량(톤),철광석,57601691.48
2013,국내물질소비량(톤),화석연료,276395524.7
2013,국내물질소비량(톤),천연가스,41104524.72
2013,국내물질소비량(톤),사료작물,15836557.22
2013,국내물질소비량(톤),금속광석,68499230.85
2013,국내물질소비량(톤),비금속광석,57601691.48
2013,국내물질소비량(톤),산업/농업 비금속광물,12291258.59
2013,국내물질소비량(톤),건설 비금속광물,156292463.0
2013,국내물질소비량(톤),비급속광물,158818245.4
2013,국내물질소비량(톤),석유,106605000.0
2013,국내물질소비량(톤),RAW,581375387.0
2013,국내물질소비량(톤),자연수확,2129529.053
2013,국내물질소비량(톤),나무,7589897.44
2014,국내물질소비량(톤),바이오매스,77188395.99
2014,국내물질소비량(톤),석탄,133185000.0
2014,국내물질소비량(톤),작물잔해,5838261.492
2014,국내물질소비량(톤),작물,46214155.0
2014,국내물질소비량(톤),철광석,66935079.81
2014,국내물질소비량(톤),화석연료,277906299.1
2014,국내물질소비량(톤),천연가스,37876299.06
2014,국내물질소비량(톤),사료작물,15227093.35
2014,국내물질소비량(톤),금속광석,78168690.77
2014,국내물질소비량(톤),비금속광석,66935079.81
2014,국내물질소비량(톤),산업/농업 비금속광물,12148779.19
2014,국내물질소비량(톤),건설 비금속광물,154453697.2
2014,국내물질소비량(톤),비급속광물,156453164.7
2014,국내물질소비량(톤),석유,106845000.0
2014,국내물질소비량(톤),RAW,589716550.6
2014,국내물질소비량(톤),자연수확,2311482.786
2014,국내물질소비량(톤),나무,7518334.54
2015,국내물질소비량(톤),바이오매스,77438624.37
2015,국내물질소비량(톤),석탄,137237000.0
2015,국내물질소비량(톤),작물잔해,5733768.474
2015,국내물질소비량(톤),작물,46293223.82
2015,국내물질소비량(톤),철광석,68149481.97
2015,국내물질소비량(톤),화석연료,287011774.7
2015,국내물질소비량(톤),천연가스,33439774.7
2015,국내물질소비량(톤),사료작물,15416703.96
2015,국내물질소비량(톤),금속광석,79731735.2
2015,국내물질소비량(톤),비금속광석,68149481.97
2015,국내물질소비량(톤),산업/농업 비금속광물,12179294.88
2015,국내물질소비량(톤),건설 비금속광물,134016054.4
2015,국내물질소비량(톤),비급속광물,135689179.3
2015,국내물질소비량(톤),석유,116335000.0
2015,국내물질소비량(톤),RAW,579871313.6
2015,국내물질소비량(톤),자연수확,2299126.236
2015,국내물질소비량(톤),나무,7635872.54
2016,국내물질소비량(톤),바이오매스,77595905.97
2016,국내물질소비량(톤),석탄,142579439.3
2016,국내물질소비량(톤),작물잔해,5629275.456
2016,국내물질소비량(톤),작물,46353153.15
2016,국내물질소비량(톤),철광석,69363884.14
2016,국내물질소비량(톤),화석연료,294490553.6
2016,국내물질소비량(톤),천연가스,35076162.04
2016,국내물질소비량(톤),사료작물,15606314.57
2016,국내물질소비량(톤),금속광석,81294779.62
2016,국내물질소비량(톤),비금속광석,69363884.14
2016,국내물질소비량(톤),산업/농업 비금속광물,12213810.58
2016,국내물질소비량(톤),건설 비금속광물,113578411.7
2016,국내물질소비량(톤),비급속광물,114929193.9
2016,국내물질소비량(톤),석유,116834952.3
2016,국내물질소비량(톤),RAW,568310433.1
2016,국내물질소비량(톤),자연수확,2286769.685
2016,국내물질소비량(톤),나무,7660463.765
2017,국내물질소비량(톤),바이오매스,77753187.57
2017,국내물질소비량(톤),석탄,147921878.6
2017,국내물질소비량(톤),작물잔해,5524782.438
2017,국내물질소비량(톤),작물,46473011.83
2017,국내물질소비량(톤),철광석,70578286.3
2017,국내물질소비량(톤),화석연료,301969332.5
2017,국내물질소비량(톤),천연가스,36712549.38
2017,국내물질소비량(톤),사료작물,15795925.18
2017,국내물질소비량(톤),금속광석,82857824.05
2017,국내물질소비량(톤),비금속광석,70578286.3
2017,국내물질소비량(톤),산업/농업 비금속광물,12248326.27
2017,국내물질소비량(톤),건설 비금속광물,113323444.3
2017,국내물질소비량(톤),비급속광물,114351883.9
2017,국내물질소비량(톤),석유,117334904.5
2017,국내물질소비량(톤),RAW,576932228.0
2017,국내물질소비량(톤),자연수확,2274413.135
2017,국내물질소비량(톤),나무,7685054.99
