Year,구분,Value
2000,과체중,5.8
2001,과체중,5.9
2002,과체중,6.1
2003,과체중,6.2
2004,과체중,6.4
2005,과체중,6.6
2006,과체중,6.7
2007,과체중,6.9
2008,과체중,7.1
2009,과체중,7.2
2010,과체중,7.4
2011,과체중,7.6
2012,과체중,7.7
2013,과체중,7.9
2014,과체중,8.0
2015,과체중,8.2
2016,과체중,8.3
2017,과체중,8.5
2018,과체중,8.6
2019,과체중,8.7
2020,과체중,8.8
2003,저체중,0.9
2009,저체중,1.2
