Year,Units,Value
2015,유입하수량,19836099.7
2015,폐수발생량,4950635.0
2016,유입하수량,20405884.7
2016,폐수발생량,4621383.0
2017,유입하수량,20304381.7
2017,폐수발생량,4921364.0
2018,유입하수량,20906964.4
2018,폐수발생량,4277551.0
2019,유입하수량,20493901.7
2020,유입하수량,21240609.2
