Year,data.Category,Value
2006,,16.6
2006,수도권,12.8
2006,광역시 등,17.7
2006,도지역,21.6
2010,,10.6
2010,도시,9.3
2010,data.Suburban,10.4
2010,농촌,12.7
2014,,5.4
2014,도시,4.7
2014,data.Suburban,4.9
2014,농촌,6.7
2016,,5.4
2016,도시,5.8
2016,data.Suburban,5.0
2016,농촌,5.1
2017,,5.9
2017,도시,6.7
2017,data.Suburban,4.5
2017,농촌,5.6
2018,,5.7
2018,도시,6.8
2018,data.Suburban,4.4
2018,농촌,4.7
2019,,5.3
2019,도시,6.7
2019,data.Suburban,4.3
2019,농촌,3.9
