Year,성별,Value
2014,여성,43.9308548378684
2015,여성,44.5858072638791
2016,여성,45.1994148040062
2017,여성,46.0467909699123
2018,여성,46.7
2019,여성,47.3
2014,남성,56.0691451621316
2015,남성,55.4141927361209
2016,남성,54.8005851959938
2017,남성,53.9532090300877
2018,남성,53.305938486843
2019,남성,52.7145374742004
