Year,구분,Value
2004,국회,13.0
2008,국회,13.7
2012,국회,15.7
2016,국회,17.0
2020,국회,19.0
2006,data.Local_council,14.5
2010,data.Local_council,20.3
2014,data.Local_council,22.9
2018,data.Local_council,28.3
2022,data.Local_council,30.3
