Year,Value
2004,58.6
2005,59.4
2006,59.7
2007,58.7
2008,58.3
2009,57.6
2010,55.4
2011,56.1
2012,56.8
2013,57.1
2014,57.7
2015,57.7
2016,57.4
2017,57.1
2018,58.2
2019,58.5
