Year,data.category,Value
2010,PM10,51
2011,PM10,50
2012,PM10,45
2013,PM10,49
2014,PM10,49
2015,PM10,48
2016,PM10,47
2017,PM10,45
2018,PM10,41
2019,PM10,41
2015,PM2.5,26
2016,PM2.5,26
2017,PM2.5,25
2018,PM2.5,23
2019,PM2.5,23
2020,PM10,33
2020,PM2.5,19
