Year,Value
2005,2.3
2006,2.3
2007,2.5
2008,2.6
2009,2.7
2010,2.7
2011,2.4
2012,3.0
2013,3.2
2014,2.9
2015,3.5
2016,3.2
2017,3.7
2018,3.9
2019,3.9
2020,4.3
