Year,data.Sex,Value
2015,,365
2015,data.Male,173
2015,data.Female,190
2015,data.Not_indicated,2
2016,,356
2016,data.Male,162
2016,data.Female,193
2016,data.Not_indicated,1
2017,,301
2017,data.Male,147
2017,data.Female,153
2017,data.Not_indicated,1
2018,,309
2018,data.Male,152
2018,data.Female,154
2018,data.Not_indicated,3
2019,,297
2019,data.Male,138
2019,data.Female,154
2019,data.Not_indicated,5
