Year,Value
2000,0.76254
2001,0.75815
2002,0.75517
2003,0.75167
2004,0.74826
2005,0.74463
2006,0.7408
2007,0.73786
2008,0.7345
2009,0.72997
2010,0.72816
2011,0.72497
2012,0.72203
2013,0.7188
2014,0.71677
2015,0.7137
2016,0.71115
2017,0.70711
2018,0.70449
2019,0.7015
2020,0.69898
