Year,data.category,Value
2012,,1.42196104946032
2012,data.Seoul,26.2686044247291
2012,data.Busan,9.63463877025486
2012,data.Daegu,5.08952058924058
2012,data.Incheon,8.08294587711829
2012,data.Gwangju,5.41753201020024
2012,data.Daejeon,6.00833160004225
2012,data.Ulsan,4.78464432335337
2012,data.Sejong,5.36034047675343
2013,,1.41942804427964
2013,data.Seoul,25.8173793117215
2013,data.Busan,9.73128283369523
2013,data.Daegu,5.13928475484448
2013,data.Incheon,6.12602381596659
2013,data.Gwangju,5.74972833732113
2013,data.Daejeon,6.55159139069149
2013,data.Ulsan,4.79447130988919
2013,data.Sejong,5.38873073533521
2014,,1.41094688515611
2014,data.Seoul,25.6399287028561
2014,data.Busan,10.6779336217364
2014,data.Daegu,5.10223808628224
2014,data.Incheon,5.92832060958916
2014,data.Gwangju,5.77835873801282
2014,data.Daejeon,6.4869352260571
2014,data.Ulsan,4.86292320487052
2014,data.Sejong,5.61165419935309
2015,,1.40131008802132
2015,data.Seoul,25.5416501522189
2015,data.Busan,11.0168790493781
2015,data.Daegu,5.07562982384989
2015,data.Incheon,6.03248975108448
2015,data.Gwangju,5.78367973741798
2015,data.Daejeon,5.94058413278766
2015,data.Ulsan,4.88728523173989
2015,data.Sejong,5.85586033063523
2016,,1.40127516774984
2016,data.Seoul,25.082823199212
2016,data.Busan,10.1036398539257
2016,data.Daegu,5.00393111365961
2016,data.Incheon,5.64722612544542
2016,data.Gwangju,5.78284408557029
2016,data.Daejeon,6.01115153368994
2016,data.Ulsan,4.98175579069131
2016,data.Sejong,5.86943129712234
2017,,1.39364899511732
2017,data.Seoul,24.9696959196946
2017,data.Busan,9.65304741173128
2017,data.Daegu,5.0232180486028
2017,data.Incheon,5.4558494371261
2017,data.Gwangju,5.76678107173176
2017,data.Daejeon,6.30118282296906
2017,data.Ulsan,4.94096173188743
2017,data.Sejong,5.68228262277067
2018,,1.38231479024375
2018,data.Seoul,25.13573714536
2018,data.Busan,8.86531952400239
2018,data.Daegu,5.00885985203243
2018,data.Incheon,5.66615193440905
2018,data.Gwangju,5.57283880385044
2018,data.Daejeon,7.46470687624263
2018,data.Ulsan,4.9410714776169
2018,data.Sejong,5.79160658933984
2019,,1.36485031057531
2019,data.Seoul,25.0979570814237
2019,data.Busan,8.17454569063157
2019,data.Daegu,5.03469111726437
2019,data.Incheon,6.16411837508917
2019,data.Gwangju,5.57781549158344
2019,data.Daejeon,7.51638386908865
2019,data.Ulsan,4.9134360128128
2019,data.Sejong,5.91150841699942
