Year,Value
2000,0.242
2001,0.238
2002,0.232
2003,0.232
2004,0.226
2005,0.225
2006,0.218
2007,0.208
2008,0.206
2009,0.206
2010,0.209
2011,0.212
2012,0.208
2013,0.202
2014,0.198
2015,0.196
2016,0.195
2017,0.194
2018,0.192
2019,0.185
