Year,Value,Units
2010,1,Countries_commitments_to_global_conventions/_international_agreements_
2016,1,Countries_commitments_to_global_conventions/_international_agreements_
2016,1,National_Biodiversity_Strategy_and_Action_Plan_(NBSAP)_targets_alignment_to_Aichi_Biodiversity_target_9
2020,1,Countries_commitments_to_global_conventions/_international_agreements_
2020,1,National_Biodiversity_Strategy_and_Action_Plan_(NBSAP)_targets_alignment_to_Aichi_Biodiversity_target_9
