Year,Value,Units
2019,1,Countries_with_policies_instruments_and_mechanism_in_place_for_sustainable_consumption_and_production
2019,1,Countries_with_policy_instrument_for_sustainable_consumption_and_production
2019,1,Countries_with_sustainable_consumption_and_production_(SCP)_national_action_plans_or_SCP_mainstreamed_as_a_priority_or_target_into_national_policies
