Year,Value
2000,244
2001,384
2002,457
2003,592
2004,763
2005,734
2006,796
2007,828
2008,900
2009,839
2010,837
2011,959
2012,953
2013,1114
2014,1191
2015,1152
2016,1197
2017,1190
2018,1206
2019,1222
