Year,Value
2007,29.8
2008,26.4
2009,28.0
2010,30.5
2011,32.4
2012,35.6
2013,30.2
2014,36.8
2015,40.6
2016,35.7
2017,34.4
2018,41.2
2019,41.7
2020,40.0
2021,30.7
2022,28.5
