Year,Value
2000,11.24
2001,11.9
2002,12.29
2003,12.96
2004,12.1
2005,12.76
2006,12.84
2011,5.16
2012,7.13
2013,6.41
2014,7.81
2015,8.09
2016,7.96
2017,7.88
2018,7.64
