Year,Value
2001,18.4
2005,11.6
2007,17.1
2008,13.8
2009,14.2
2010,10.0
2011,10.6
2012,11.9
2013,8.0
2014,8.0
2015,8.5
2016,12.4
2017,13.3
2018,12.9
