Year,Value
2000,22.9
2001,28.8
2002,29.8
2003,32.5
2004,32.5
2005,37.4
2006,41.3
2007,48.2
2008,48.1
2009,49.5
2010,53.3
2011,57.9
2012,62.9
2013,63.8
2014,68.1
2015,69.9
2016,70.5
2017,74.5
2018,79.1
2019,83.1
2020,86.1
2021,90.6
