Year,Units,Value
2015,data.Sewage_generation,19836099.7
2015,data.Wastewater_generation,4950635.0
2016,data.Sewage_generation,20405884.7
2016,data.Wastewater_generation,4621383.0
2017,data.Sewage_generation,20304381.7
2017,data.Wastewater_generation,4921364.0
2018,data.Sewage_generation,20906964.4
2018,data.Wastewater_generation,4277551.0
2019,data.Sewage_generation,20493901.7
2020,data.Sewage_generation,21240609.2
