Year,구분,Value
2004,국회,13.0
2008,국회,13.7
2012,국회,15.7
2016,국회,17.0
2020,국회,19.0
2006,지방의회,14.5
2010,지방의회,20.3
2014,지방의회,22.9
2018,지방의회,28.3
2022,지방의회,30.3
