Value,Disaggregation combinations using this value,Number of indicators
8.477,1,1
8.652,1,1
8.686,1,1
8.69,1,1
8.841,1,1
8.858,1,1
8.914,1,1
8.921,1,1
8.989,1,1
9.103,1,1
9.193,1,1
9.268,1,1
9.398,1,1
