Value,Disaggregation combinations using this value,Number of indicators
범주01_탁주,1,1
범주02_약주,1,1
범주03_청주,1,1
범주04_맥주,1,1
범주05_과실주,1,1
범주06_증류식소주,1,1
범주07_희석식소주,1,1
범주08_위스키,1,1
범주09_브랜디,1,1
범주10_일반증류주,1,1
범주11_리큐르,1,1
범주12_기타주류,1,1
