Year,구분,Value
2015,체벌 경험,24.8
2016,체벌 경험,24.1
2017,체벌 경험,26.3
2018,체벌 경험,26.0
2019,체벌 경험,25.0
2020,체벌 경험,22.9
2021,체벌 경험,24.0
2015,욕설 경험,29.8
2016,욕설 경험,30.4
2017,욕설 경험,31.8
2018,욕설 경험,31.3
2019,욕설 경험,30.2
2020,욕설 경험,28.8
2021,욕설 경험,30.5
