Year,Category,Value
2020,"Countries with policies, instruments and mechanism in place for sustainable consumption and production",1
2020,Countries with policy instrument for sustainable consumption and production,1
2020,Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies,1
