Year,성별,Value
1999,,8.125
1999,남성,2.01388888888889
1999,여성,14.0972222222222
2004,,7.91666666666667
2004,남성,2.29166666666667
2004,여성,13.4027777777778
2009,,7.91666666666667
2009,남성,2.63888888888889
2009,여성,13.0555555555556
2014,,7.98611111111111
2014,남성,2.91666666666667
2014,여성,12.8472222222222
2019,,8.05555555555556
2019,남성,3.61111111111111
2019,여성,12.3611111111111
