Year,Value
2002,0.05
2003,0.06
2004,0.06
2005,0.1
2006,0.05
2007,0.07
2008,0.09
2009,0.1
2010,0.12
2011,0.12
2012,0.14
2013,0.13
2014,0.13
2015,0.14
2016,0.16
2017,0.14
2018,0.14
2019,0.15
2020,0.14
2021,0.16
