Year,Value
2000,502.865
2001,516.143
2002,538.629
2003,548.988
2004,557.254
2005,560.923
2006,567.309
2007,580.752
2008,593.854
2009,597.982
2010,656.324
2011,684.929
2012,688.307
2013,697.385
2014,691.933
2015,692.514
2016,693.535
2017,709.75
2018,727.634
