Year,Value
2004,54.86
2005,56.12
2006,56.39
2007,55.69
2008,55.3
2009,54.44
2010,52.58
2011,52.89
2012,53.82
2013,54.14
2014,54.47
2015,54.29
2016,54.31
2017,53.81
