Year,Value
2005,4.2
2006,3.8
2007,3.4
2008,3.4
2009,3.2
2010,3.2
2011,3.0
2012,2.9
2013,3.0
2014,3.0
2015,2.7
2016,2.8
2017,2.8
2018,2.8
2019,2.7
