Year,Value
2000,1.7
2001,1.6
2002,1.3
2003,1.0
2004,1.0
2005,1.2
2006,1.2
2007,1.5
2008,1.7
2009,1.9
2010,2.5
2011,2.8
2012,3.0
2013,2.7
2014,2.5
2015,2.6
2016,2.9
2017,3.1
2018,3.2
2019,2.9
