Year,Value
2000,18.42521
2001,18.42521
2002,18.42521
2003,18.42521
2004,18.42521
2005,18.42521
2006,18.42521
2007,18.42521
2008,18.42521
2009,18.42521
2010,18.42521
2011,18.42521
2012,18.42521
2013,18.42521
2014,18.42521
2015,18.42521
2016,18.42521
2017,18.42521
2018,18.42521
