Year,Value
2001,0.77
2002,0.77
2003,0.9
2004,0.85
2005,0.77
2006,0.77
2007,0.72
2008,0.71
2009,0.7
2010,0.69
2011,0.65
2012,0.59
2013,0.59
2014,0.53
2015,0.5
2016,0.49
2017,0.48
2018,0.54
