Year,Value
2000,58.87
2001,58.91
2002,60.14
2003,60.49
2004,60.82
2005,60.16
2006,62.5
2007,65.46
2008,63.29
2009,66.09
2010,61.23
2011,69.01
2012,67.0
2013,67.24
2014,66.79
2015,66.96
2016,63.66
