Year,Value
2000,4.5
2001,2.5
2002,4.6
2003,3.1
2004,2.9
2005,3.0
2006,4.1
2007,4.2
2008,2.7
2009,1.3
2010,5.3
2011,2.1
2012,0.7
2013,1.5
2014,1.2
2015,1.8
2016,2.0
2017,2.0
2018,2.3
