Year,Value
2000,70.5
2001,73.2
2002,75.8
2003,78.8
2004,81.4
2005,83.5
2006,85.5
2007,87.1
2008,88.6
2009,89.4
2010,90.2
2011,91.0
2012,91.7
2013,92.2
2014,92.6
2015,92.9
2016,93.3
2017,93.6
2018,93.9
