Year,Value
2001,50
2014,84
2015,85
2016,85
2017,85
2018,86
2019,86
2020,87
2021,87
2002,0
2003,0
2004,0
2005,33
2006,33
2007,33
2008,50
2009,50
2010,50
2011,83
2012,90
2013,91
