Year,Value
2000,406384.82
2001,420577.03
2002,439704.56
2003,447252.16
2004,454032.84
2005,462389.04
2006,468447.96
2007,485692.14
2008,499188.76
2009,505964.29
2010,558142.82
2011,586513.14
2012,587474.7
2013,595950.25
2014,588568.98
2015,592060.32
2016,593756.17
2017,606444.38
