Year,Value
2000,25.0
2001,20.5
2002,18.6
2003,18.8
2004,16.8
2005,16.0
2006,15.8
2007,15.3
2008,14.5
2009,14.1
2010,13.4
2011,12.4
2012,12.7
2013,11.7
2014,10.8
2015,10.7
2016,9.9
2017,9.6
2018,8.9
