Year,Value
2008,76.5
2009,77.2
2010,77.8
2011,78.0
2012,78.4
2013,82.1
2014,83.6
2015,85.1
2016,88.3
2017,90.3
2018,91.5
2019,91.8
2020,91.9
2021,93.0
