Year,Value,Units
2010,1,법 규정 법률구비여부
2016,1,법 규정 법률구비여부
2016,1,아이치생물다양성 목표9 연계목표
2020,1,법 규정 법률구비여부
2020,1,아이치생물다양성 목표9 연계목표
