Year,Value,Units
2004,13.04,국회
2008,13.71,국회
2012,15.67,국회
2016,17.0,국회
2020,19.0,국회
2006,14.51,지방의회
2010,19.83,지방의회
2014,22.89,지방의회
2018,28.23,지방의회
