Year,Units,Value
2015,Sewage generation,19836100
2015,Wastewater generation,4950635
2016,Sewage generation,20405885
2016,Wastewater generation,4621383
2017,Sewage generation,20304382
2017,Wastewater generation,4921364
2018,Sewage generation,20906965
2018,Wastewater generation,4277551
2019,Sewage generation,20493902
2020,Sewage generation,21240609
